,COM_value,CT,RES_value,percentile
83,,271400,1320279.7199999997,83
84,,271400,1344122.5999999999,84
85,,271400,1387415.52,85
86,,271400,1448356.0,86
87,,271400,1478963.52,87
88,,271400,1518540.1199999999,88
89,,271400,1585516.8000000003,89
90,,271400,1623304.480000001,90
91,,271400,1675211.9199999997,91
92,,271400,1748381.96,92
93,,271400,1830659.9199999983,93
94,,271400,1961354.7999999989,94
95,,271400,2073080.0799999996,95
96,,271400,2155554.0000000005,96
97,,271400,2393658.1199999987,97
0,36504.23,701702,70860.36,0
1,69224.92,701702,85616.28,1
2,85047.66,701702,92746.73,2
3,97459.72,701702,105372.8,3
4,101076.65,701702,117099.20000000001,4
5,105894.56,701702,123567.28,5
6,123493.62000000001,701702,150485.57000000007,6
7,132356.0,701702,182938.44,7
8,135748.66999999998,701702,211040.8,8
9,154723.9,701702,231181.80000000002,9
10,163141.67,701702,243965.52000000002,10
11,165857.0,701702,258996.0,11
12,167859.29,701702,270036.82,12
13,200490.88000000006,701702,283891.92000000004,13
14,215490.85,701702,308272.04999999993,14
15,217721.91999999998,701702,321762.68,15
16,227120.95,701702,344837.94,16
17,227673.74,701702,358943.32,17
18,294780.22,701702,374034.30999999994,18
19,345298.80000000005,701702,381647.80000000005,19
20,366483.82000000007,701702,385097.63,20
21,383188.45999999996,701702,387318.58,21
22,422870.97,701702,397564.51,22
23,457291.6,701702,406057.28,23
24,493813.0,701702,418874.0,24
25,511038.76,701702,425880.78,25
26,544065.2100000002,701702,441147.13,26
27,624771.5200000003,701702,447156.36000000004,27
28,672192.0,701702,447233.0,28
29,675854.6,701702,449927.89999999997,29
30,696426.7599999999,701702,459226.0,30
31,730827.52,701702,459226.0,31
32,749557.1000000001,701702,459226.0,32
33,774758.54,701702,460428.24000000005,33
34,784802.8499999999,701702,470358.3999999999,34
35,821076.76,701702,478778.6,35
36,853204.19,701702,492604.7,36
37,875203.96,701702,501279.3999999999,37
38,910170.9199999999,701702,523509.91000000003,38
39,954774.2000000002,701702,538348.8,39
40,975887.2199999999,701702,545676.9799999999,40
41,988994.54,701702,555732.22,41
42,1047479.92,701702,571494.8300000001,42
43,1062155.56,701702,582564.52,43
44,1080432.05,701702,587962.6500000001,44
45,1135118.1400000001,701702,604580.7200000001,45
46,1145154.1,701702,626603.9,46
47,1180123.08,701702,651135.76,47
48,1235918.6600000001,701702,654861.35,48
49,1278065.5,701702,667454.5,49
50,1319604.3499999999,701702,680109.65,50
51,1342650.64,701702,692770.16,51
52,1412017.1099999999,701702,713223.42,52
53,1486990.1800000002,701702,722885.86,53
54,1516293.55,701702,738784.6500000001,54
55,1540050.2000000007,701702,749979.6799999999,55
56,1608771.5799999998,701702,771521.4199999999,56
57,1618007.44,701702,782075.08,57
58,1630409.9,701702,788210.1799999999,58
59,1682109.2,701702,806668.0,59
60,1772851.2299999997,701702,808915.0,60
61,1841055.4799999997,701702,818865.8600000001,61
62,1923655.8000000003,701702,830579.77,62
63,1964856.4400000004,701702,846236.48,63
64,2038103.3,701702,869024.4000000001,64
65,2112530.26,701702,881852.74,65
66,2157762.3000000003,701702,912043.0,66
67,2164521.0,701702,928786.7200000004,67
68,2164521.0,701702,949278.4,68
69,2164521.0,701702,962570.0,69
70,2311724.66,701702,982787.8099999999,70
71,2334313.88,701702,999027.3199999998,71
72,2357547.43,701702,1051588.5799999998,72
73,2393412.76,701702,1075422.08,73
74,2467716.0,701702,1104181.75,74
75,2548938.24,701702,1113576.44,75
76,2600892.72,701702,1154473.29,76
77,2602309.6399999997,701702,1178518.3800000001,77
78,2640478.2500000005,701702,1209241.19,78
79,2817119.8000000026,701702,1266227.2000000002,79
80,3032039.7,701702,1301620.4100000001,80
81,3248432.9399999985,701702,1394220.0599999982,81
82,3488700.869999999,701702,1459229.55,82
83,3658781.8800000027,701702,1553255.9999999998,83
84,3913902.3499999996,701702,1605689.0999999996,84
85,4737237.500000002,701702,1637311.7200000002,85
86,5125579.189999998,701702,1718965.8800000001,86
87,5626677.6400000015,701702,1784384.7999999998,87
88,5918764.86,701702,1851092.12,88
89,6131401.800000001,701702,1893086.5000000002,89
90,7116871.679999997,701702,2140404.940000001,90
91,7316483.880000001,701702,2288879.9999999995,91
92,7917220.310000012,701702,2398526.13,92
93,8329226.2,701702,2635620.0,93
94,8974610.599999994,701702,2903482.599999997,94
95,9320720.360000001,701702,3192454.92,95
96,16380996.579999985,701702,3615571.21,96
97,17790169.16,701702,3921825.959999992,97
0,0.0,267700,33781.86,0
1,51518.159999999996,267700,55334.96,1
2,82541.44,267700,63915.13,2
3,110470.59999999999,267700,70301.44,3
4,127265.80000000002,267700,75501.95,4
5,135065.36,267700,77275.22,5
6,149020.40000000002,267700,82374.06,6
7,158943.96000000002,267700,89546.31999999999,7
8,193198.04000000004,267700,101647.56,8
9,211325.0,267700,114444.89999999998,9
10,219060.76,267700,134035.46000000002,10
11,226134.92,267700,150075.92,11
12,228765.8,267700,164313.06,12
13,231152.76,267700,184515.50000000003,13
14,232580.2,267700,191961.15,14
15,234430.96000000002,267700,198921.8,15
16,243772.72,267700,215165.89,16
17,263615.96,267700,225776.8,17
18,273487.88,267700,235404.81,18
19,279483.00000000006,267700,245705.8,19
20,296505.4,267700,258885.45,20
21,316426.0,267700,273835.14,21
22,316703.76,267700,280662.99,22
23,320235.24,267700,290110.95999999996,23
24,328329.0,267700,301402.25,24
25,342451.56000000006,267700,311719.7,25
26,350064.2,267700,322563.66000000003,26
27,368665.7200000001,267700,330044.08,27
28,400861.71999999986,267700,344439.54,28
29,413803.79999999993,267700,357143.8,29
30,439617.72,267700,367497.9,30
31,451029.72,267700,385382.72,31
32,506894.48,267700,395231.32000000007,32
33,561270.48,267700,398284.76,33
34,607499.3999999997,267700,407944.9,34
35,632370.3600000001,267700,419414.4,35
36,641171.52,267700,433858.24,36
37,666975.3600000001,267700,451736.94,37
38,700962.96,267700,459588.22,38
39,717148.0,267700,470044.0,39
40,727219.24,267700,471362.04,40
41,744860.2000000001,267700,482137.0,41
42,765935.2,267700,487810.08999999997,42
43,793240.4800000001,267700,496282.9600000001,43
44,807280.8,267700,506215.65000000014,44
45,863355.5200000008,267700,511715.18000000005,45
46,1068322.2399999998,267700,522473.06999999983,46
47,1099622.24,267700,532054.0,47
48,1131689.2799999998,267700,542980.79,48
49,1144440.0,267700,554842.5,49
50,1285142.4000000001,267700,565374.73,50
51,1428274.5200000003,267700,574837.6799999999,51
52,1442286.92,267700,582858.81,52
53,1566086.1200000006,267700,590924.3600000001,53
54,1595913.0,267700,601783.4500000001,54
55,1599040.6800000002,267700,608413.56,55
56,1634267.4,267700,615649.37,56
57,1729990.719999999,267700,625818.08,57
58,1772982.7200000002,267700,631116.82,58
59,1784483.4,267700,638915.8,59
60,1803485.8800000001,267700,645637.1000000001,60
61,1845216.7199999997,267700,657572.88,61
62,1957168.0800000008,267700,668677.48,62
63,2111643.7199999997,267700,677333.72,63
64,2232127.0000000005,267700,684469.95,64
65,2291201.68,267700,690189.46,65
66,2459300.240000004,267700,704896.29,66
67,2809080.0,267700,712861.64,67
68,2809080.0,267700,724186.2499999999,68
69,2866929.199999997,267700,743858.7,69
70,3135278.639999999,267700,769718.8500000003,70
71,3351128.400000001,267700,778731.9600000001,71
72,3523486.48,267700,806201.9100000001,72
73,3665453.7599999993,267700,817920.52,73
74,3723000.0,267700,832896.75,74
75,3796510.0800000005,267700,841132.7999999999,75
76,3961696.3200000003,267700,857385.77,76
77,4269455.279999998,267700,881150.2799999999,77
78,4545112.440000001,267700,907791.49,78
79,4758786.200000002,267700,939183.0,79
80,4954838.640000001,267700,964421.0700000005,80
81,5096770.5600000005,267700,1012948.32,81
82,5374497.839999997,267700,1021722.3199999998,82
83,6133138.48,267700,1049509.4799999997,83
84,6670509.3999999985,267700,1082303.1,84
85,7777691.880000004,267700,1125714.9599999997,85
86,9115910.039999995,267700,1185006.1799999992,86
87,9640131.48,267700,1275995.28,87
88,10279285.079999996,267700,1300656.7300000002,88
89,11566597.400000006,267700,1350750.0,89
90,12959210.6,267700,1384000.0,90
91,15166437.800000023,267700,1436018.6800000004,91
92,18606138.720000006,267700,1511175.7800000005,92
93,24218305.43999995,267700,1617569.1199999992,93
94,33004518.599999927,267700,1754526.050000001,94
95,39231318.43999998,267700,1959791.9200000006,95
96,45520801.64000006,267700,2447598.6900000055,96
97,57433068.599999964,267700,3478885.3600000003,97
0,0.0,701801,49433.350000000006,0
1,0.0,701801,61116.380000000005,1
2,0.0,701801,63308.79,2
3,0.0,701801,66824.2,3
4,0.0,701801,68898.35,4
5,0.0,701801,70632.66,5
6,0.0,701801,74356.67,6
7,0.0,701801,75792.24,7
8,0.0,701801,76459.82999999999,8
9,0.0,701801,81948.6,9
10,9.0,701801,87526.74000000002,10
11,2618.599999999991,701801,92128.56,11
12,21922.400000000034,701801,101810.24,12
13,43970.80000000001,701801,107420.60000000003,13
14,52734.0,701801,118161.79999999999,14
15,80008.0,701801,124888.24,15
16,85007.20000000001,701801,133192.63,16
17,107042.79999999993,701801,147356.51999999996,17
18,136134.80000000002,701801,157778.17,18
19,146203.0,701801,175145.4,19
20,170176.8,701801,189164.71,20
21,191955.19999999995,701801,206014.3,21
22,226066.40000000002,701801,227005.88,22
23,249912.79999999996,701801,238162.55999999997,23
24,254566.0,701801,258508.75,24
25,285264.6000000001,701801,272344.92000000004,25
26,310987.0000000002,701801,278079.33999999997,26
27,361608.4000000001,701801,287452.52,27
28,394944.79999999993,701801,296610.8899999999,28
29,433068.0,701801,302471.6,29
30,443166.6,701801,310555.19,30
31,452365.8,701801,319442.0,31
32,470143.8,701801,328775.75,32
33,490136.6000000001,701801,337713.04,33
34,493149.0,701801,346237.49999999994,34
35,501812.2,701801,357170.6,35
36,509453.8,701801,361705.26,36
37,517712.8,701801,367450.92,37
38,530794.0,701801,372956.66000000003,38
39,553080.0,701801,382472.2,39
40,555555.0,701801,396409.35000000003,40
41,568720.2,701801,405718.19999999995,41
42,590088.6000000001,701801,414376.99,42
43,599062.6,701801,424558.76,43
44,666294.0,701801,429176.80000000005,44
45,679574.6,701801,437217.13999999996,45
46,690952.2,701801,441911.25999999995,46
47,733998.5999999996,701801,448233.36,47
48,784461.7999999998,701801,459769.25,48
49,792233.0,701801,473665.0,49
50,801584.0000000001,701801,479102.49,50
51,832520.8,701801,482801.5200000001,51
52,880913.8,701801,501082.99000000005,52
53,930644.6000000002,701801,509358.64,53
54,960827.0,701801,520586.6,54
55,1049244.4000000004,701801,527642.8,55
56,1151221.1999999993,701801,544499.69,56
57,1208786.4,701801,560159.96,57
58,1252623.2,701801,571777.4099999999,58
59,1470067.0,701801,585408.9999999998,59
60,1483900.0000000002,701801,602690.72,60
61,1552647.2000000007,701801,620626.8400000001,61
62,1948712.5999999968,701801,634238.4900000001,62
63,2309324.9999999995,701801,646467.16,63
64,2931135.0,701801,659863.0,64
65,2957236.8,701801,673751.6,65
66,3243763.200000004,701801,692954.0700000001,66
67,3760013.4000000013,701801,723359.04,67
68,3870010.6,701801,746612.1599999997,68
69,3950837.0,701801,762843.5999999999,69
70,4347710.999999999,701801,777211.01,70
71,4428770.6,701801,805461.0,71
72,4606061.599999999,701801,822303.65,72
73,4822386.399999999,701801,855454.4200000002,73
74,5098635.0,701801,882844.25,74
75,5217594.800000001,701801,903482.24,75
76,5531406.0,701801,920312.9199999999,76
77,6122784.600000007,701801,941548.78,77
78,7837111.400000019,701801,960758.0400000006,78
79,9090993.0,701801,985135.8,79
80,9727788.600000003,701801,1000960.92,80
81,11285603.399999984,701801,1032884.9,81
82,12552174.0,701801,1050415.12,82
83,13845371.599999994,701801,1074247.92,83
84,18127877.0,701801,1095207.5,84
85,23758368.0,701801,1117901.1999999997,85
86,28135645.600000054,701801,1156762.1399999997,86
87,34894866.999999985,701801,1233145.8800000004,87
88,39231864.19999999,701801,1288069.26,88
89,42532875.0,701801,1325834.7000000002,89
90,51148493.60000001,701801,1384050.0,90
91,56708680.80000007,701801,1451723.7199999997,91
92,85253924.40000029,701801,1507178.4899999998,92
93,101862113.99999999,701801,1533715.5999999999,93
94,104076437.0,701801,1634803.6499999987,94
95,123425380.59999976,701801,1864919.2799999944,95
96,141744760.2,701801,2143473.4499999997,96
97,148715999.99999994,701801,3509932.0200000107,97
0,0.0,702300,77769.0,0
1,0.0,702300,84449.0,1
2,0.0,702300,87951.0,2
3,14145.280000000013,702300,90407.0,3
4,50137.40000000008,702300,94544.0,4
5,83760.0,702300,99283.0,5
6,86782.0,702300,103677.0,6
7,105962.0,702300,107256.0,7
8,107867.0,702300,116740.0,8
9,113501.0,702300,125602.0,9
10,119750.0,702300,131007.0,10
11,122327.0,702300,136198.0,11
12,124035.0,702300,144099.0,12
13,124491.0,702300,154673.0,13
14,141593.0,702300,165228.0,14
15,155307.0,702300,178008.0,15
16,188974.0,702300,197288.0,16
17,201225.0,702300,219564.0,17
18,203145.0,702300,236055.0,18
19,204723.0,702300,260140.0,19
20,217017.0,702300,279558.0,20
21,306087.0,702300,291894.0,21
22,325743.0,702300,308296.0,22
23,334082.8,702300,322308.0,23
24,336076.25,702300,335146.0,24
25,348873.29999999993,702300,344436.0,25
26,380657.8800000006,702300,363284.0,26
27,419268.00000000023,702300,370739.0,27
28,440291.92999999976,702300,377585.0,28
29,477026.0,702300,387891.0,29
30,527746.0,702300,399344.0,30
31,591708.0,702300,410997.0,31
32,653560.0,702300,424000.0,32
33,670537.0,702300,437335.0,33
34,707912.0,702300,444242.0,34
35,726876.0,702300,455679.0,35
36,808025.0,702300,467562.0,36
37,871864.0,702300,478319.0,37
38,876377.0,702300,491243.0,38
39,902783.0,702300,502797.0,39
40,1022665.0,702300,513546.0,40
41,1053646.0,702300,522521.0,41
42,1084719.0,702300,537933.0,42
43,1086259.0,702300,548600.0,43
44,1113771.0,702300,558502.0,44
45,1236476.0,702300,567740.0,45
46,1249479.0,702300,577460.0,46
47,1312641.9600000002,702300,589796.0,47
48,1325948.68,702300,605944.0,48
49,1400685.5,702300,626304.0,49
50,1522531.4700000018,702300,641617.0,50
51,1619495.7200000002,702300,650044.0,51
52,1619720.0,702300,672530.0,52
53,1624426.0,702300,683203.0,53
54,1635254.0,702300,698750.0,54
55,1667562.0,702300,711440.0,55
56,1734000.0,702300,725768.0,56
57,2048136.0,702300,740048.0,57
58,2143224.0,702300,756171.0,58
59,2161491.0,702300,767619.0,59
60,2354989.0,702300,780577.0,60
61,2465218.0,702300,795607.0,61
62,2496960.0,702300,811457.0,62
63,2585130.0,702300,824238.0,63
64,2641251.0,702300,843450.0,64
65,2670152.0,702300,861592.0,65
66,2700990.0,702300,883967.0,66
67,2755635.0,702300,903417.0,67
68,2943737.0,702300,921634.0,68
69,2943737.0,702300,939397.0,69
70,2943737.0,702300,962589.0,70
71,3239025.1199999964,702300,986637.0,71
72,3797761.5799999805,702300,1001754.0,72
73,4187386.8400000026,702300,1036097.0,73
74,4533737.0,702300,1064581.0,74
75,5364435.279999986,702300,1085928.0,75
76,6120000.0,702300,1113227.0,76
77,6834000.0,702300,1142166.0,77
78,8125452.0,702300,1188296.0,78
79,8215161.0,702300,1212437.0,79
80,11165866.0,702300,1254193.0,80
81,14544495.0,702300,1304474.0,81
82,18839970.0,702300,1353002.0,82
83,22372465.0,702300,1380427.0,83
84,22525105.0,702300,1428000.0,84
85,24138711.0,702300,1468589.0,85
86,24727462.0,702300,1499593.0,86
87,26608230.0,702300,1560600.0,87
88,27082458.0,702300,1592771.0,88
89,29737257.0,702300,1645032.0,89
90,32969951.0,702300,1688100.0,90
91,32969951.0,702300,1734000.0,91
92,34736201.0,702300,1799205.0,92
93,39610770.0,702300,1900000.0,93
94,42973938.649999864,702300,2008699.0,94
95,47699844.56000005,702300,2127778.0,95
96,52250181.16999996,702300,2272744.0,96
97,55154024.35999997,702300,2550000.0,97
0,7172.550000000007,701802,4850.0,0
1,82521.18000000001,701802,44551.28,1
2,99565.07,701802,51082.840000000004,2
3,113517.20000000001,701802,58370.4,3
4,126108.4,701802,66645.8,4
5,142321.94,701802,71146.36,5
6,151540.09,701802,80111.48000000003,6
7,155629.6,701802,89154.44,7
8,156408.0,701802,96317.48000000001,8
9,164796.0,701802,106262.6,9
10,175541.87,701802,118043.95999999999,10
11,187169.4,701802,132741.2,11
12,192384.03,701802,143796.36000000004,12
13,200183.54,701802,163169.32000000004,13
14,214699.59999999998,701802,176523.0,14
15,221628.24000000002,701802,199718.47999999998,15
16,238832.48000000004,701802,215912.52000000002,16
17,260972.78000000003,701802,223015.0,17
18,301888.59,701802,240824.0,18
19,336231.2,701802,252867.60000000003,19
20,353638.76,701802,268511.88,20
21,368973.98000000004,701802,275546.19999999995,21
22,395180.23000000004,701802,279560.2,22
23,410602.64,701802,284792.95999999996,23
24,417434.5,701802,291011.0,24
25,425423.66000000003,701802,301134.72000000003,25
26,432828.48000000004,701802,304566.96,26
27,443734.48000000004,701802,322410.72,27
28,473493.47,701802,330840.68,28
29,527377.5999999997,701802,346591.80000000005,29
30,549612.6799999999,701802,353868.44,30
31,556643.24,701802,359702.28,31
32,590483.6699999999,701802,364254.92000000004,32
33,661360.1000000001,701802,385537.0,33
34,709598.3,701802,393713.8,34
35,729454.28,701802,398716.28,35
36,774483.3199999998,701802,409770.04,36
37,833722.4,701802,416818.92000000004,37
38,845088.65,701802,422551.32,38
39,855140.8,701802,437238.6,39
40,875288.8999999999,701802,443828.84,40
41,886450.8,701802,450388.28,41
42,893381.33,701802,457486.2,42
43,967283.7200000001,701802,465740.0,43
44,978012.9500000003,701802,476727.0,44
45,1063856.72,701802,485844.83999999997,45
46,1130926.8199999998,701802,497371.0800000001,46
47,1154379.8,701802,505418.27999999997,47
48,1186402.0999999999,701802,511909.87999999995,48
49,1209734.0,701802,524803.0,49
50,1260250.7400000002,701802,530010.4,50
51,1338831.36,701802,546438.52,51
52,1369437.5499999998,701802,563039.5199999999,52
53,1402053.7800000003,701802,578453.2,53
54,1412559.05,701802,588620.4000000001,54
55,1451881.6400000008,701802,605161.1600000001,55
56,1578153.22,701802,622317.9199999999,56
57,1591433.7399999998,701802,638573.72,57
58,1599620.27,701802,656909.5199999999,58
59,1646960.5999999992,701802,671437.6,59
60,1746943.8799999994,701802,678943.92,60
61,1871946.4599999997,701802,686703.68,61
62,1951912.3000000003,701802,707408.1999999998,62
63,1975502.6800000002,701802,732448.6,63
64,2017249.4500000004,701802,742488.8,64
65,2228480.3199999994,701802,763718.8400000002,65
66,2254220.29,701802,779114.64,66
67,2266644.1200000006,701802,803128.04,67
68,2332805.78,701802,813975.76,68
69,2356886.4,701802,827175.6,69
70,2427462.04,701802,836384.3200000001,70
71,2589102.5200000005,701802,854605.7999999999,71
72,2706432.749999999,701802,874058.3999999996,72
73,2828081.3599999994,701802,917464.0,73
74,2935839.0,701802,937166.0,74
75,3188445.6000000006,701802,989972.5599999999,75
76,3266192.0,701802,1024825.5200000005,76
77,3403997.38,701802,1058253.44,77
78,3444407.3899999997,701802,1095412.8000000003,78
79,3547008.0000000005,701802,1125429.2000000002,79
80,3641785.0,701802,1149007.6400000004,80
81,3732054.9399999995,701802,1180266.8,81
82,3858756.61,701802,1226478.9599999997,82
83,4075372.7200000007,701802,1260973.0,83
84,4265631.35,701802,1291768.7999999998,84
85,4537608.239999998,701802,1319533.72,85
86,4678634.1899999995,701802,1353811.2399999988,86
87,4756164.8,701802,1414640.16,87
88,5068786.250000001,701802,1515654.4799999997,88
89,5200354.2,701802,1592514.0000000007,89
90,5276461.68,701802,1664625.0400000003,90
91,5735275.840000002,701802,1760524.6400000001,91
92,6944060.620000004,701802,1807829.6,92
93,7704434.499999996,701802,1871948.8800000004,93
94,8635264.199999996,701802,2009042.7999999975,94
95,9405373.32,701802,2165978.719999998,95
96,10357058.360000005,701802,2328439.08,96
97,10766426.159999998,701802,2624986.48,97
0,73823.5,701701,82165.07,0
1,74434.0,701701,99825.04,1
2,79251.5,701701,126244.03,2
3,93245.0,701701,131090.16,3
4,111831.5,701701,135534.6,4
5,145176.5,701701,151978.86,5
6,191847.50000000006,701701,166535.71000000002,6
7,250412.0,701701,180495.47999999998,7
8,267751.25,701701,192855.05,8
9,299762.0,701701,209728.69999999998,9
10,345720.75,701701,218836.02000000002,10
11,404904.0,701701,226919.6,11
12,430869.75,701701,237523.03999999998,12
13,456220.00000000006,701701,248304.76,13
14,476074.0,701701,255488.59999999998,14
15,485551.0,701701,266534.8,15
16,504680.50000000006,701701,274761.84,16
17,538641.5,701701,281585.16000000003,17
18,570370.0,701701,290083.66000000003,18
19,582802.0,701701,294754.4,19
20,593008.0,701701,303672.41,20
21,617988.5,701701,317030.01999999996,21
22,651260.75,701701,327008.42000000004,22
23,686342.0,701701,333573.76,23
24,755063.0,701701,336851.0,24
25,788514.5,701701,343834.8,25
26,816478.5,701701,351908.26,26
27,868737.0,701701,361944.80000000005,27
28,869597.25,701701,370463.64,28
29,892297.0,701701,377716.89999999997,29
30,923111.5,701701,387874.45,30
31,948316.0,701701,397143.92000000004,31
32,958699.0,701701,404062.38,32
33,966755.0,701701,412142.68,33
34,981858.5,701701,419847.44999999995,34
35,1013384.0,701701,428761.28,35
36,1034337.5,701701,437967.17000000004,36
37,1044006.0,701701,441158.16,37
38,1049140.25,701701,444508.69000000006,38
39,1056491.0,701701,450460.0000000001,39
40,1150654.2499999995,701701,461014.13,40
41,1193065.5,701701,468965.14,41
42,1215458.25,701701,477321.13,42
43,1249566.0,701701,484013.9200000001,43
44,1289296.5,701701,494263.39999999997,44
45,1306725.5,701701,501681.14,45
46,1311691.25,701701,506295.8,46
47,1314032.0,701701,510763.43999999994,47
48,1331745.5,701701,522499.6099999999,48
49,1392038.0,701701,531664.0,49
50,1451316.75,701701,539661.5,50
51,1465989.0,701701,545470.1599999999,51
52,1503190.5,701701,551047.86,52
53,1540420.0,701701,561046.62,53
54,1602065.5,701701,565889.1,54
55,1712515.0000000016,701701,577381.4,55
56,1870726.7499999984,701701,585219.9399999998,56
57,1923822.0,701701,594159.46,57
58,1933757.0,701701,610358.62,58
59,1962488.0,701701,621977.0,59
60,1982372.0,701701,625683.51,60
61,1993871.5,701701,644068.8,61
62,1999491.5,701701,654961.2,62
63,2001737.0,701701,660532.92,63
64,2070763.25,701701,675638.05,64
65,2125331.0,701701,686524.82,65
66,2176552.0,701701,695597.76,66
67,2235538.0000000005,701701,705728.08,67
68,2277288.9999999995,701701,719877.1499999999,68
69,2296911.5,701701,725240.8999999999,69
70,2307051.5,701701,734965.1499999999,70
71,2320355.0,701701,746666.12,71
72,2632628.75,701701,761943.5699999998,72
73,2747875.0,701701,777593.1400000001,73
74,2806406.25,701701,783739.5,74
75,2948535.0,701701,790876.88,75
76,3017248.5,701701,813809.7000000002,76
77,3192397.5,701701,825101.92,77
78,3410362.25,701701,837519.02,78
79,3607523.0,701701,852527.2000000001,79
80,3609299.0,701701,863313.04,80
81,3847170.9999999963,701701,881686.1000000001,81
82,4181647.5,701701,902866.7699999998,82
83,4473237.0,701701,930901.6799999999,83
84,5151038.25,701701,960000.0,84
85,5670082.5,701701,994859.8400000001,85
86,6433992.5,701701,1033476.8599999998,86
87,7846391.0,701701,1063771.9200000002,87
88,8596580.0,701701,1103902.98,88
89,10598321.5,701701,1198153.4,89
90,13467450.0,701701,1267190.9600000002,90
91,16819800.0,701701,1321283.56,91
92,17618127.0,701701,1390502.97,92
93,17889676.5,701701,1472760.6599999997,93
94,18575814.75,701701,1545482.4499999983,94
95,20617908.0,701701,1806813.2400000005,95
96,36687759.75,701701,2114066.1999999997,96
97,142297944.0,701701,2505486.479999998,97
0,0.0,702201,61204.99999999999,0
1,0.0,702201,76674.28,1
2,0.0,702201,83109.07999999999,2
3,29830.200000000004,702201,86077.0,3
4,55545.5,702201,90133.7,4
5,70699.6,702201,92968.4,5
6,102516.50000000003,702201,96253.9,6
7,127682.4,702201,98617.04,7
8,131066.95000000001,702201,101905.58,8
9,132371.5,702201,106789.40000000001,9
10,139583.80000000002,702201,114404.28000000001,10
11,168568.6,702201,120493.04000000001,11
12,178075.15000000002,702201,126107.74,12
13,181722.50000000003,702201,130515.32000000004,13
14,200757.75,702201,140262.5,14
15,218852.6,702201,156593.08,15
16,235350.75,702201,172103.98,16
17,239741.5,702201,189628.64,17
18,255622.4,702201,200342.92,18
19,281352.0,702201,215940.2,19
20,337357.95,702201,237607.2999999999,20
21,374248.2,702201,250893.24,21
22,388836.8,702201,266823.46,22
23,396876.4,702201,293723.44,23
24,408757.25,702201,300634.5,24
25,427657.30000000005,702201,309839.52,25
26,433010.85,702201,318368.06,26
27,448280.2000000002,702201,336420.24,27
28,491401.84999999986,702201,349704.68,28
29,509959.5,702201,366579.6,29
30,519536.5,702201,376509.89999999997,30
31,523742.0,702201,393017.4,31
32,528631.95,702201,402528.82,32
33,535205.8,702201,413279.24000000005,33
34,549368.0,702201,424392.89999999997,34
35,559236.2,702201,435090.67999999993,35
36,567967.1000000001,702201,446278.0,36
37,595255.4,702201,458790.4,37
38,611574.7,702201,466235.78,38
39,618492.0,702201,474461.60000000003,39
40,620058.5,702201,485691.08,40
41,638347.9,702201,501696.19999999995,41
42,676147.35,702201,508357.42000000004,42
43,682820.0,702201,516472.76,43
44,689184.0,702201,531045.6,44
45,699204.4000000001,702201,548825.56,45
46,706140.3999999999,702201,560691.72,46
47,710618.6000000001,702201,570222.16,47
48,710828.5499999999,702201,585474.28,48
49,731955.0,702201,593027.0,49
50,756238.05,702201,608599.0,50
51,770126.6000000001,702201,632768.12,51
52,777079.3,702201,648318.62,52
53,790395.7000000002,702201,660517.6799999999,53
54,855666.75,702201,681136.1000000001,54
55,896001.4000000001,702201,702507.0400000003,55
56,919698.45,702201,717126.74,56
57,930767.2999999999,702201,734286.9199999999,57
58,967815.9500000001,702201,747743.76,58
59,1027133.0,702201,763502.0,59
60,1033028.5,702201,792158.12,60
61,1037841.5999999999,702201,817591.76,61
62,1041391.8999999999,702201,834118.4400000001,62
63,1072118.0,702201,854957.9999999999,63
64,1116936.0,702201,879222.5,64
65,1180677.5999999999,702201,896359.4000000001,65
66,1306035.700000001,702201,918781.9600000001,66
67,1400760.7999999998,702201,928200.0,67
68,1401354.9,702201,942934.7399999999,68
69,1407239.5,702201,955290.5999999999,69
70,1418126.6,702201,980733.9,70
71,1440398.2,702201,1010915.0,71
72,1467773.25,702201,1031877.94,72
73,1502488.0,702201,1048997.2399999998,73
74,1565096.0,702201,1080458.5,74
75,1605424.4,702201,1095195.4400000002,75
76,1634725.4500000004,702201,1125685.4,76
77,1698795.3000000003,702201,1154312.96,77
78,1733430.5,702201,1193660.98,78
79,1742836.0,702201,1233102.0,79
80,1745585.5,702201,1248206.9200000004,80
81,1787516.1999999997,702201,1283791.7599999995,81
82,1875158.2999999996,702201,1320393.6400000001,82
83,1889713.7999999998,702201,1351544.1599999997,83
84,1911814.25,702201,1381061.5999999999,84
85,1955731.4999999998,702201,1418556.4,85
86,1997101.6999999997,702201,1441191.1199999999,86
87,2050334.4000000004,702201,1472042.56,87
88,2131299.7,702201,1503505.8799999997,88
89,2169598.5,702201,1552019.4,89
90,2207152.4,702201,1596020.56,90
91,2284889.8000000003,702201,1657679.04,91
92,2346658.95,702201,1733015.4800000007,92
93,2433538.1999999974,702201,1802217.1199999985,93
94,2697556.5,702201,1903749.9999999995,94
95,3177637.1999999983,702201,2038123.8800000001,95
96,3764717.999999999,702201,2251247.5,96
97,4015331.999999998,702201,2405430.3599999947,97
0,2369.540000000002,702102,54260.65,0
1,17381.0,702102,60845.54,1
2,22442.239999999998,702102,67673.56999999999,2
3,31167.960000000006,702102,82934.92,3
4,44407.600000000006,702102,85879.0,4
5,52674.4,702102,107600.96,5
6,56971.04,702102,115170.93000000001,6
