CT,AIN,ZIPcode5,RollYear,TotalValue,EffectiveYearBuilt,SQFTmain,Bedrooms,Bathrooms,unemployment,pop,gini,median_income,poverty_rate,pop75,Travel_Time701902,Travel_Time267800,building_age,year
701602,4267012035.0,90404.0,2018.0,618439.0,1973.0,1472.0,2.0,3.0,8.0,4019.0,0.4751,97377.0,6.8,183.0,497.0,713.0,45.0,2017
701701,4267025014.0,90404.0,2018.0,531289.0,1972.0,1423.0,2.0,2.0,7.1,3384.0,0.5334,73102.0,7.9,272.0,519.0,673.0,46.0,2017
701702,4282025026.5,90404.0,2018.0,732727.5,1971.0,1980.0,1.0,2.0,7.3,3427.0,0.4749,60521.0,14.6,163.0,259.0,823.0,47.0,2017
701801,4274005014.0,90404.0,2018.0,483480.0,1957.0,1489.0,2.0,1.0,11.7,6779.0,0.44,56901.0,15.2,398.0,372.0,487.0,61.0,2017
701802,4283015032.0,90404.0,2018.0,547000.0,1962.0,2422.0,1.0,1.0,8.6,4420.0,0.4911,61994.0,19.5,296.0,252.0,609.0,56.0,2017
701902,4291010901.0,90401.0,2018.0,1449775.0,1962.0,4368.0,0.0,0.0,9.3,4623.0,0.5771,67308.0,16.8,637.0,253.0,821.0,56.0,2017
702002,4289007012.0,90405.0,2018.0,532636.0,1964.0,1343.0,2.0,2.0,7.9,6487.0,0.519,86375.0,10.4,529.0,225.0,895.0,54.0,2017
702102,4287030006.5,90405.0,2018.0,636686.5,1970.0,1427.0,2.0,2.0,5.7,5847.0,0.4707,90333.0,10.3,408.0,362.0,963.0,48.0,2017
702201,4284015021.0,90405.0,2018.0,575020.0,1953.0,1641.0,3.0,2.0,5.0,4510.0,0.4999,83833.0,8.7,221.0,354.0,673.0,65.0,2017
702202,4285018022.0,90405.0,2018.0,631084.0,1956.0,1676.0,3.0,2.0,5.5,3965.0,0.5158,98295.0,9.2,274.0,491.0,742.0,62.0,2017
702300,4270019034.5,90405.0,2018.0,598551.5,1957.0,1617.0,3.0,2.0,5.0,6879.0,0.576,89923.0,10.0,421.0,694.0,560.0,61.0,2017
702802,4233003024.5,90066.0,2018.0,404828.5,1950.0,1425.5,3.0,2.0,4.9,2521.0,0.4673,82143.0,8.6,187.0,748.0,590.0,68.0,2017
