,CT,Unnamed: 0,ZIPcode5,AIN,RollYear,CENTER_LON,CENTER_LAT,TotalValue,EffectiveYearBuilt,SQFTmain,Bedrooms,Bathrooms,index_right,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,ALAND,AWATER,INTPTLAT,INTPTLON
0,301,651978.0,,8326026908.0,2018.0,-117.71921445,34.06030319,0.0,0.0,0.0,0.0,0.0,461.0,6.0,71.0,301.0,6071000301.0,3.01,2695350.0,0.0,34.063215,-117.69963249999999
1,303,652642.0,91766.0,8327024015.0,2018.0,-117.72318432,34.049263200000006,83424.0,0.0,0.0,0.0,0.0,491.0,6.0,71.0,303.0,6071000303.0,3.03,2095523.0,0.0,34.052432700000004,-117.7146207
2,7511,1809186.0,,2006025001.0,2018.0,-118.64151882,34.24035578,2163.0,0.0,0.0,0.0,0.0,314.0,6.0,111.0,7511.0,6111007511.0,75.11,26440003.0,2126.0,34.2259874,-118.70137390000001
3,21815,849256.0,,8714027005.0,2018.0,-117.78320406,33.94630685,401.0,0.0,0.0,0.0,0.0,2129.0,6.0,59.0,21815.0,6059021815.0,218.15,38051947.0,51889.0,33.9269355,-117.8181879
4,99504,297880.5,,7237020281.5,2018.0,-118.10460429,33.75150694,211637.0,0.0,0.0,0.0,0.0,2997.0,6.0,59.0,99504.0,6059099504.0,995.04,2323128.0,8386.0,33.753553100000005,-118.09427009999999
5,101110,2095431.0,91042.0,2565006048.0,2018.0,-118.29260716,34.25931831,303990.0,1952.0,1242.0,3.0,2.0,1998.0,6.0,37.0,101110.0,6037101110.0,1011.1,1142402.0,0.0,34.2594737,-118.29298689999999
6,101122,2089298.5,91042.0,2553008010.5,2018.0,-118.29184606,34.265948339999994,370206.0,1962.0,1530.0,3.0,2.0,5867.0,6.0,37.0,101122.0,6037101122.0,1011.22,2644044.0,0.0,34.2677213,-118.2901465
7,101210,2096404.5,91042.0,2565013095.5,2018.0,-118.28963147,34.253535959999994,307217.5,1979.0,1329.0,2.0,2.0,1997.0,6.0,37.0,101210.0,6037101210.0,1012.1,650690.0,0.0,34.2529724,-118.29073090000001
8,101220,2097768.5,91042.0,2568005009.5,2018.0,-118.281744475,34.251154025,281673.0,1953.0,1208.0,2.0,2.0,1996.0,6.0,37.0,101220.0,6037101220.0,1012.2,698886.0,0.0,34.2516083,-118.2816328
9,101300,2099336.0,91042.0,2570020019.5,2018.0,-118.26964054999999,34.248721775,277167.0,1956.0,1340.5,3.0,2.0,967.0,6.0,37.0,101300.0,6037101300.0,1013.0,2581214.0,0.0,34.2487734,-118.27099779999999
10,101400,2095147.0,91042.0,2563039004.0,2018.0,-118.29019036,34.24576985,206944.0,1950.0,1080.0,2.0,1.0,5651.0,6.0,37.0,101400.0,6037101400.0,1014.0,6310054.0,0.0,34.2428521,-118.29416119999999
11,102103,2016373.5,91352.0,2404013006.5,2018.0,-118.35669985499999,34.224018369999996,337815.0,1957.0,1464.0,3.0,2.0,1271.0,6.0,37.0,102103.0,6037102103.0,1021.03,1186484.0,0.0,34.2250792,-118.354188
12,102104,2015147.5,91504.0,2401048009.5,2018.0,-118.34244442,34.21364871,392268.0,1975.0,1478.0,3.0,3.0,1452.0,6.0,37.0,102104.0,6037102104.0,1021.04,1658545.0,0.0,34.216187299999994,-118.3453981
13,102105,2017378.0,91352.0,2405014034.5,2018.0,-118.349990235,34.209607305,268885.5,1951.0,1288.0,3.0,2.0,2909.0,6.0,37.0,102105.0,6037102105.0,1021.05,492761.0,0.0,34.209876,-118.3492653
14,102107,2084891.0,91352.0,2544014508.5,2018.0,-118.352064195,34.236958815,270398.5,1954.0,1385.0,2.0,2.0,3689.0,6.0,37.0,102107.0,6037102107.0,1021.07,12908567.0,13753.0,34.2409046,-118.33951850000001
15,103101,2087833.0,91040.0,2551041001.0,2018.0,-118.30779052,34.26954677,303915.0,1956.0,1337.0,3.0,2.0,968.0,6.0,37.0,103101.0,6037103101.0,1031.01,2029809.0,0.0,34.2732407,-118.30788740000001
16,103102,2090518.0,91040.0,2556012023.0,2018.0,-118.30814976,34.26355144,298380.0,1955.0,1214.0,3.0,2.0,965.0,6.0,37.0,103102.0,6037103102.0,1031.02,1241029.0,0.0,34.2633843,-118.30738829999999
17,103200,2086417.0,91040.0,2547028050.5,2018.0,-118.32743596,34.267895825,329047.5,1960.0,1506.5,3.0,2.0,4844.0,6.0,37.0,103200.0,6037103200.0,1032.0,7414587.0,0.0,34.2733525,-118.34022639999999
18,103300,2084107.5,91040.0,2543006003.5,2018.0,-118.35648594,34.257199990000004,450568.5,1960.0,1893.5,3.0,2.0,1048.0,6.0,37.0,103300.0,6037103300.0,1033.0,6141955.0,0.0,34.2573786,-118.35547849999999
19,103400,2093270.5,91040.0,2559021081.5,2018.0,-118.31377380500001,34.25638575,301708.0,1957.0,1311.5,3.0,2.0,966.0,6.0,37.0,103400.0,6037103400.0,1034.0,2500753.0,0.0,34.2548355,-118.3139736
20,104103,2078065.0,91342.0,2531020004.0,2018.0,-118.39236257,34.28282474,282040.0,1965.0,1408.0,3.0,2.0,964.0,6.0,37.0,104103.0,6037104103.0,1041.03,949109.0,0.0,34.2820993,-118.3925764
21,104105,2079744.0,91331.0,2532032043.0,2018.0,-118.40589761,34.27439275,226345.0,1988.0,1319.0,3.0,2.0,963.0,6.0,37.0,104105.0,6037104105.0,1041.05,584710.0,0.0,34.276148,-118.4046862
22,104108,2079491.5,91331.0,2532024026.5,2018.0,-118.40129933,34.272939969999996,232804.0,1962.0,1200.0,3.0,2.0,1352.0,6.0,37.0,104108.0,6037104108.0,1041.08,1096645.0,0.0,34.273149700000005,-118.39856999999999
23,104124,2076854.0,91342.0,2530022102.5,2018.0,-118.378103685,34.281827039999996,190812.5,1960.0,1128.0,2.0,2.0,2905.0,6.0,37.0,104124.0,6037104124.0,1041.24,4479744.0,980.0,34.290093299999995,-118.37419299999999
24,104201,2073722.0,91340.0,2524007003.0,2018.0,-118.41585382,34.28614147,236146.0,1958.0,1350.0,3.0,2.0,1276.0,6.0,37.0,104201.0,6037104201.0,1042.01,1090103.0,0.0,34.2865005,-118.41609979999998
25,104203,2078645.0,91331.0,2532007095.0,2018.0,-118.4113715,34.27921876,235691.0,1964.0,1300.0,3.0,2.0,3690.0,6.0,37.0,104203.0,6037104203.0,1042.03,707947.0,0.0,34.2790581,-118.4115543
26,104204,2078056.0,91342.0,2531025023.5,2018.0,-118.40069794499999,34.284503195,285126.5,1968.0,1447.5,3.0,2.0,5689.0,6.0,37.0,104204.0,6037104204.0,1042.04,2664512.0,3735.0,34.2912875,-118.3931176
27,104310,2073822.0,91331.0,2524019009.5,2018.0,-118.427485515,34.278167675,236269.5,1956.0,1220.0,3.0,2.0,1280.0,6.0,37.0,104310.0,6037104310.0,1043.1,1508622.0,0.0,34.2763731,-118.42928149999999
28,104320,2080388.0,91331.0,2534006017.5,2018.0,-118.41921525500001,34.273002444999996,222208.0,1955.0,1181.5,3.0,2.0,1278.0,6.0,37.0,104320.0,6037104320.0,1043.2,1212169.0,0.0,34.273132399999994,-118.42024920000001
29,104401,2116523.0,91331.0,2619004012.5,2018.0,-118.432369215,34.26654814,217371.0,1953.0,1221.5,3.0,2.0,1277.0,6.0,37.0,104401.0,6037104401.0,1044.01,681117.0,0.0,34.267038799999995,-118.43272169999999
30,104403,2132299.0,91331.0,2646002002.0,2018.0,-118.43311562,34.25724368,211237.0,1952.0,1202.0,3.0,2.0,5881.0,6.0,37.0,104403.0,6037104403.0,1044.03,693083.0,0.0,34.2587946,-118.4344932
31,104404,2116854.0,91331.0,2619017015.0,2018.0,-118.42879833,34.2639703,214775.0,1953.0,1156.0,3.0,1.0,5859.0,6.0,37.0,104404.0,6037104404.0,1044.04,539620.0,0.0,34.26392070000001,-118.4286916
32,104500,2132862.5,91331.0,2646009009.5,2018.0,-118.42597487,34.255792965,227872.0,1951.0,1276.0,3.0,2.0,1294.0,6.0,37.0,104500.0,6037104500.0,1045.0,531002.0,0.0,34.255510799999996,-118.4257479
33,104610,2117806.0,91331.0,2620026009.0,2018.0,-118.41895033,34.26060108,229623.0,1953.0,1220.0,3.0,1.0,1295.0,6.0,37.0,104610.0,6037104610.0,1046.1,592138.0,0.0,34.2604355,-118.41899270000002
34,104620,2117989.0,91331.0,2620020005.0,2018.0,-118.42241382,34.25795214,220689.0,1952.0,1145.0,3.0,1.0,1293.0,6.0,37.0,104620.0,6037104620.0,1046.2,531171.0,0.0,34.25790429999999,-118.4224647
35,104701,2080963.0,91331.0,2536001010.0,2018.0,-118.41378209,34.26927374,217396.0,1956.0,1197.0,3.0,1.0,1296.0,6.0,37.0,104701.0,6037104701.0,1047.01,550502.0,0.0,34.268474499999996,-118.41521399999999
36,104703,2082697.0,91331.0,2537009007.0,2018.0,-118.40337912,34.25487476,299987.0,1957.0,1322.0,0.0,0.0,5862.0,6.0,37.0,104703.0,6037104703.0,1047.03,1168606.0,0.0,34.25522670000001,-118.40058970000001
37,104704,2082232.0,91331.0,2536017067.0,2018.0,-118.40368821,34.26317112,209367.0,1981.0,1286.0,3.0,2.0,5863.0,6.0,37.0,104704.0,6037104704.0,1047.04,1662660.0,0.0,34.2625316,-118.40886370000001
38,104810,2119939.0,91331.0,2624006017.0,2018.0,-118.41151667,34.25029585,256728.0,1956.0,1325.0,3.0,2.0,1297.0,6.0,37.0,104810.0,6037104810.0,1048.1,1123361.0,0.0,34.250299600000005,-118.4111792
39,104821,2121498.0,91331.0,2626007002.0,2018.0,-118.41642778,34.24692121,248980.0,1954.0,1273.0,3.0,2.0,2907.0,6.0,37.0,104821.0,6037104821.0,1048.21,531802.0,0.0,34.246570500000004,-118.4162955
40,104822,2121397.0,91331.0,2626001011.0,2018.0,-118.42011573,34.24416996,283609.0,1961.0,1397.0,3.0,2.0,2817.0,6.0,37.0,104822.0,6037104822.0,1048.22,604352.0,0.0,34.2458703,-118.42094469999999
41,106010,2060191.0,91342.0,2504009027.0,2018.0,-118.43837684,34.32449618,315617.0,1971.0,1764.0,3.0,2.0,1321.0,6.0,37.0,106010.0,6037106010.0,1060.1,2517816.0,0.0,34.3253415,-118.4434033
42,106020,2065406.5,91342.0,2510025012.5,2018.0,-118.4272714,34.321865945,306766.5,1964.0,1518.0,3.0,2.0,2008.0,6.0,37.0,106020.0,6037106020.0,1060.2,2010765.0,7144.0,34.323226399999996,-118.4294854
43,106111,2101544.5,91342.0,2581006049.5,2018.0,-118.40937835999999,34.321774184999995,324648.0,1972.0,1542.0,3.0,2.0,2013.0,6.0,37.0,106111.0,6037106111.0,1061.11,3813566.0,12394.0,34.321367200000005,-118.407505
44,106112,2066802.0,91342.0,2512020054.0,2018.0,-118.41805462,34.31124285,326396.0,1963.0,1332.0,3.0,2.0,959.0,6.0,37.0,106112.0,6037106112.0,1061.12,3228612.0,0.0,34.3054791,-118.4124456
45,106113,2067022.5,91342.0,2512012550.0,2018.0,-118.421988605,34.306939075,305050.5,1965.0,1412.0,3.0,2.0,958.0,6.0,37.0,106113.0,6037106113.0,1061.13,1438283.0,0.0,34.3061794,-118.4222372
46,106114,2067654.5,91342.0,2513009106.5,2018.0,-118.42769639,34.30415886,237018.0,1980.0,1234.5,3.0,2.0,957.0,6.0,37.0,106114.0,6037106114.0,1061.14,1011117.0,3298.0,34.302355799999994,-118.42680729999998
47,106403,2063586.0,91342.0,2508011021.5,2018.0,-118.43997777000001,34.30462727,270026.0,1955.0,1280.0,3.0,2.0,956.0,6.0,37.0,106403.0,6037106403.0,1064.03,1105659.0,0.0,34.3060186,-118.44127409999999
48,106405,2060112.5,91342.0,2504007218.5,2018.0,-118.44589521,34.31785986,252335.5,1983.0,1311.0,3.0,3.0,5860.0,6.0,37.0,106405.0,6037106405.0,1064.05,1171699.0,0.0,34.314686200000004,-118.44828580000001
49,106406,2058263.0,91342.0,2502015047.0,2018.0,-118.45679605,34.32070137,317639.0,1973.0,1543.0,3.0,2.0,1350.0,6.0,37.0,106406.0,6037106406.0,1064.06,2085950.0,916.0,34.322860999999996,-118.45897439999999
50,106407,2064412.5,91342.0,2509004085.5,2018.0,-118.43674231,34.30945396,160782.0,1982.0,1071.0,2.0,2.0,5858.0,6.0,37.0,106407.0,6037106407.0,1064.07,232127.0,0.0,34.310574200000005,-118.4365572
51,106408,2060474.0,91342.0,2504018172.5,2018.0,-118.44150724,34.31301407,258564.5,1985.0,1472.0,3.0,2.0,2906.0,6.0,37.0,106408.0,6037106408.0,1064.08,229094.0,0.0,34.313263,-118.4400767
52,106510,2105519.0,91342.0,2603003003.0,2018.0,-118.47811282,34.32139245,405116.0,1984.0,2036.0,3.0,3.0,982.0,6.0,37.0,106510.0,6037106510.0,1065.1,5708881.0,8398.0,34.3263984,-118.47961229999999
53,106520,2061158.0,91342.0,2505010009.0,2018.0,-118.45816541,34.30850102,287653.0,1958.0,1389.0,3.0,2.0,978.0,6.0,37.0,106520.0,6037106520.0,1065.2,2205882.0,0.0,34.308857399999994,-118.4613523
54,106603,2104734.0,91344.0,2602001026.5,2018.0,-118.508738755,34.30561018,474079.0,1974.0,2269.0,4.0,3.0,7692.0,6.0,37.0,106603.0,6037106603.0,1066.03,15309978.0,3978.0,34.312366,-118.52448249999999
55,106604,2106714.0,91342.0,2604017006.0,2018.0,-118.47106907,34.30281285,317642.0,1970.0,1700.0,3.0,2.0,979.0,6.0,37.0,106604.0,6037106604.0,1066.04,2611563.0,8851.0,34.3033292,-118.4745764
56,106641,2109721.5,91344.0,2608013029.5,2018.0,-118.50789802,34.299306314999995,417258.5,1967.0,2100.0,4.0,3.0,983.0,6.0,37.0,106641.0,6037106641.0,1066.41,1135493.0,0.0,34.2984691,-118.5084331
57,106642,2108818.0,91344.0,2607001009.0,2018.0,-118.50684482,34.28528993,418935.0,1961.0,1824.0,3.0,2.0,1310.0,6.0,37.0,106642.0,6037106642.0,1066.42,1577594.0,0.0,34.286322399999996,-118.5070136
58,106643,2104724.5,91344.0,2601066006.5,2018.0,-118.518986805,34.290494100000004,696532.5,1985.0,2851.5,4.0,3.0,1312.0,6.0,37.0,106643.0,6037106643.0,1066.43,4332693.0,0.0,34.2894537,-118.5220166
59,106645,2110042.5,91344.0,2609006001.5,2018.0,-118.49113703500001,34.288413025,477975.0,1963.0,2194.0,4.0,3.0,5695.0,6.0,37.0,106645.0,6037106645.0,1066.45,2527931.0,0.0,34.2905628,-118.4941725
60,106646,2111725.0,91344.0,2610025011.0,2018.0,-118.49302921,34.28051406,356396.0,1959.0,1570.0,4.0,2.0,1367.0,6.0,37.0,106646.0,6037106646.0,1066.46,1476213.0,0.0,34.27973789999999,-118.49394469999999
61,106648,2111663.0,91342.0,2611015004.0,2018.0,-118.45611707,34.29310167,281727.0,1959.0,1422.0,3.0,2.0,5883.0,6.0,37.0,106648.0,6037106648.0,1066.48,792930.0,0.0,34.2930983,-118.4558345
62,106649,2112337.0,91342.0,2611038018.0,2018.0,-118.46073294,34.29009967,327213.0,1985.0,1579.0,3.0,3.0,1451.0,6.0,37.0,106649.0,6037106649.0,1066.49,1112675.0,0.0,34.289249600000005,-118.460655
63,107010,2062737.0,91342.0,2507002012.0,2018.0,-118.44812442,34.30254379,253497.0,1956.0,1260.0,3.0,2.0,1307.0,6.0,37.0,107010.0,6037107010.0,1070.1,684671.0,0.0,34.30208029999999,-118.44672040000002
64,107020,2062549.5,91342.0,2507006067.5,2018.0,-118.45089851,34.297366175,280010.5,1968.0,1436.0,3.0,2.0,1308.0,6.0,37.0,107020.0,6037107020.0,1070.2,994806.0,0.0,34.2975505,-118.4504794
65,108101,2277116.0,91326.0,2871013024.5,2018.0,-118.54176121,34.279519145,479945.0,1973.0,1942.0,4.0,3.0,1309.0,6.0,37.0,108101.0,6037108101.0,1081.01,1128633.0,0.0,34.279305799999996,-118.5416524
66,108102,2224881.5,91326.0,2822019025.5,2018.0,-118.5545224,34.27925119,444367.0,1976.0,2276.0,4.0,3.0,1311.0,6.0,37.0,108102.0,6037108102.0,1081.02,2183816.0,0.0,34.2804584,-118.55506650000001
67,108103,2276981.0,91326.0,2870023024.5,2018.0,-118.53786503,34.28545577,648349.0,1979.0,2736.0,4.0,3.0,4621.0,6.0,37.0,108103.0,6037108103.0,1081.03,2563867.0,0.0,34.286423600000006,-118.5400017
68,108104,2223993.0,91326.0,2820012006.0,2018.0,-118.54565284,34.29385174,456875.0,1969.0,2435.0,4.0,3.0,1374.0,6.0,37.0,108104.0,6037108104.0,1081.04,826020.0,0.0,34.2943135,-118.54600829999998
69,108201,2162123.5,91326.0,2701019011.5,2018.0,-118.5644128,34.292049855,562131.5,1989.0,2230.0,3.0,3.0,5886.0,6.0,37.0,108201.0,6037108201.0,1082.01,2805114.0,0.0,34.286863399999994,-118.56423400000001
70,108202,2164505.5,91326.0,2701073025.5,2018.0,-118.57906514999999,34.282211790000005,565989.0,2004.0,1510.0,3.0,3.0,1453.0,6.0,37.0,108202.0,6037108202.0,1082.02,5996863.0,3024.0,34.2872559,-118.5774942
71,109100,2144657.0,91345.0,2664017042.0,2018.0,-118.45878258,34.27457356,284862.0,1956.0,1468.0,3.0,2.0,1359.0,6.0,37.0,109100.0,6037109100.0,1091.0,2705905.0,0.0,34.2771624,-118.46316000000002
72,109200,2144017.5,91344.0,2662008002.5,2018.0,-118.4743827,34.277354025,332795.5,1959.0,1404.0,3.0,2.0,1354.0,6.0,37.0,109200.0,6037109200.0,1092.0,1191362.0,0.0,34.2779946,-118.47463490000001
73,109300,2145480.0,91344.0,2667001509.5,2018.0,-118.481205375,34.270548039999994,326740.5,1956.0,1404.0,3.0,2.0,1357.0,6.0,37.0,109300.0,6037109300.0,1093.0,1233087.0,0.0,34.2711982,-118.48043329999999
74,109400,2114036.5,91345.0,2615016002.5,2018.0,-118.45514658,34.26905074,267679.0,1957.0,1374.0,3.0,2.0,1356.0,6.0,37.0,109400.0,6037109400.0,1094.0,1290833.0,0.0,34.2687153,-118.45570090000001
75,109500,2114486.0,91340.0,2616004037.0,2018.0,-118.4437982,34.27438777,182069.0,1955.0,1156.0,3.0,2.0,1358.0,6.0,37.0,109500.0,6037109500.0,1095.0,1194583.0,0.0,34.2703268,-118.4389358
76,109601,2133855.5,91345.0,2648001008.5,2018.0,-118.45399069999999,34.260141555000004,281812.0,1955.0,1437.0,3.0,2.0,1355.0,6.0,37.0,109601.0,6037109601.0,1096.01,2214559.0,33284.0,34.2593157,-118.44953329999998
77,109603,2142957.5,91345.0,2660011026.5,2018.0,-118.465493485,34.253135395,294000.0,1957.0,1481.5,3.0,2.0,5877.0,6.0,37.0,109603.0,6037109603.0,1096.03,998887.0,0.0,34.2536518,-118.46541570000001
78,109604,2135471.0,91345.0,2649014014.0,2018.0,-118.46391831,34.26125309,292157.0,1955.0,1437.0,3.0,2.0,5878.0,6.0,37.0,109604.0,6037109604.0,1096.04,1174875.0,0.0,34.2615445,-118.4653518
79,109700,2146443.0,91344.0,2668014027.0,2018.0,-118.48298372,34.26172284,324445.0,1958.0,1459.0,3.0,2.0,4531.0,6.0,37.0,109700.0,6037109700.0,1097.0,1586861.0,0.0,34.2619342,-118.4808881
80,109800,2147242.0,91343.0,2669017009.0,2018.0,-118.48197369,34.25355229,313849.0,1956.0,1423.0,3.0,2.0,1402.0,6.0,37.0,109800.0,6037109800.0,1098.0,1399407.0,0.0,34.2537115,-118.48159740000001
81,110007,297394.0,,7235028802.0,2018.0,-118.086998,33.79511132,0.0,0.0,0.0,0.0,0.0,2036.0,6.0,59.0,110007.0,6059110007.0,1100.07,2393876.0,61217.0,33.7860198,-118.0863456
82,110108,216979.0,90808.0,7078021903.0,2018.0,-118.07252783,33.81508759,0.0,0.0,0.0,0.0,0.0,3489.0,6.0,59.0,110108.0,6059110108.0,1101.08,2000222.0,80876.0,33.8094993,-118.0687277
83,110115,189317.5,,7022014021.5,2018.0,-118.031550485,33.86608888,39107.5,980.0,0.0,0.0,0.0,6512.0,6.0,59.0,110115.0,6059110115.0,1101.15,1566258.0,59895.0,33.8583374,-118.03802409999999
84,110606,179351.0,,7001010802.0,2018.0,-118.01109338,33.88089148,0.0,0.0,0.0,0.0,0.0,3239.0,6.0,59.0,110606.0,6059110606.0,1106.06,1039985.0,1032.0,33.877410100000006,-118.00389890000001
85,111100,2153364.0,91344.0,2683008003.5,2018.0,-118.49557415999999,34.268065275,343770.0,1956.0,1501.0,3.0,2.0,1370.0,6.0,37.0,111100.0,6037111100.0,1111.0,1059245.0,0.0,34.2683099,-118.49506940000002
86,111201,2160407.0,91344.0,2697011024.0,2018.0,-118.50687205,34.27439842,370100.0,1958.0,1636.0,4.0,2.0,1373.0,6.0,37.0,111201.0,6037111201.0,1112.01,1912806.0,0.0,34.274833799999996,-118.5101489
87,111202,2168672.0,91344.0,2712002003.0,2018.0,-118.51345655,34.2687014,356887.0,1956.0,1562.0,3.0,2.0,1371.0,6.0,37.0,111202.0,6037111202.0,1112.02,1866692.0,0.0,34.2684432,-118.51482709999999
88,111204,2175419.5,91326.0,2728004004.5,2018.0,-118.54815976500001,34.263910455,581737.0,1967.0,2501.0,4.0,3.0,1375.0,6.0,37.0,111204.0,6037111204.0,1112.04,3294685.0,16598.0,34.262646999999994,-118.5471995
89,111205,2177699.0,91324.0,2731011015.5,2018.0,-118.53568701,34.25279941,342097.0,1972.0,1724.0,3.0,3.0,1750.0,6.0,37.0,111205.0,6037111205.0,1112.05,1141318.0,17738.0,34.2543903,-118.5351305
90,111206,2170639.5,91326.0,2717010016.5,2018.0,-118.534352225,34.26798028,425818.0,1961.0,2000.0,4.0,2.0,5885.0,6.0,37.0,111206.0,6037111206.0,1112.06,2611197.0,11547.0,34.2690645,-118.5343557
91,111301,2178237.0,91344.0,2733001070.0,2018.0,-118.51513153,34.26140997,333524.0,1964.0,1640.0,3.0,2.0,1372.0,6.0,37.0,111301.0,6037111301.0,1113.01,2001347.0,0.0,34.261129,-118.5157706
92,111302,2179161.5,91325.0,2734001122.5,2018.0,-118.513608525,34.254157325,423569.0,1961.0,2016.5,4.0,3.0,1369.0,6.0,37.0,111302.0,6037111302.0,1113.02,1552799.0,0.0,34.2539511,-118.5128425
93,111400,2153828.5,91344.0,2684011010.5,2018.0,-118.49550657500001,34.258169755,350017.0,1960.0,1642.0,3.0,2.0,1403.0,6.0,37.0,111400.0,6037111400.0,1114.0,1812030.0,0.0,34.257811600000004,-118.496182
94,113101,2166848.0,91311.0,2706022031.0,2018.0,-118.58563117,34.26392361,479602.0,1971.0,2035.0,4.0,2.0,5882.0,6.0,37.0,113101.0,6037113101.0,1131.01,2265262.0,2714.0,34.2654115,-118.58529750000001
95,113102,2167999.5,91311.0,2708006030.5,2018.0,-118.566914445,34.264912725,610169.0,1969.0,2829.0,4.0,3.0,5956.0,6.0,37.0,113102.0,6037113102.0,1131.02,3653885.0,16997.0,34.266385299999996,-118.56676999999999
96,113211,2173150.0,91311.0,2723013021.5,2018.0,-118.61280226,34.263363045000006,384684.5,1976.0,1773.0,3.0,3.0,1418.0,6.0,37.0,113211.0,6037113211.0,1132.11,7280767.0,3053.0,34.2675047,-118.62277759999998
97,113212,2172282.5,91311.0,2722016009.5,2018.0,-118.60201795999998,34.26040641,349148.0,1971.0,1751.5,3.0,2.0,1417.0,6.0,37.0,113212.0,6037113212.0,1132.12,998550.0,0.0,34.2606831,-118.6024264
98,113213,2182645.0,91311.0,2747014081.0,2018.0,-118.60530870000001,34.25275084,332927.0,1977.0,1558.0,3.0,3.0,3904.0,6.0,37.0,113213.0,6037113213.0,1132.13,1300834.0,24.0,34.2515,-118.60784699999999
99,113231,1808480.0,91304.0,2005020021.0,2018.0,-118.64356694,34.22300398,297159.0,1964.0,1720.0,3.0,2.0,1622.0,6.0,37.0,113231.0,6037113231.0,1132.31,4121024.0,18102.0,34.2266028,-118.6502378
100,113232,1808380.0,91304.0,2004026030.5,2018.0,-118.61237231999999,34.225331365,425753.0,1965.0,2023.0,4.0,3.0,1012.0,6.0,37.0,113232.0,6037113232.0,1132.32,2065814.0,0.0,34.225826,-118.6125452
101,113233,2191901.5,91304.0,2779030001.5,2018.0,-118.602321665,34.226014864999996,252027.5,1971.0,1340.5,3.0,2.0,1010.0,6.0,37.0,113233.0,6037113233.0,1132.33,1143944.0,0.0,34.2269621,-118.6012202
102,113234,2191098.5,91304.0,2779010191.0,2018.0,-118.592630825,34.22280483,306314.5,1979.0,1559.0,3.0,2.0,1009.0,6.0,37.0,113234.0,6037113234.0,1132.34,1012996.0,9924.0,34.2257746,-118.5939793
103,113235,1809035.5,91311.0,2007008010.5,2018.0,-118.640557635,34.23872575,74939.0,0.0,0.0,0.0,0.0,7767.0,6.0,37.0,113235.0,6037113235.0,1132.35,1433648.0,0.0,34.238250799999996,-118.6516805
104,113237,2175378.0,91311.0,2727016003.0,2018.0,-118.60967184,34.24410461,649638.0,1979.0,2756.0,4.0,3.0,1486.0,6.0,37.0,113237.0,6037113237.0,1132.37,4736212.0,11048.0,34.2451986,-118.61269469999999
105,113301,2185437.0,91324.0,2761010023.0,2018.0,-118.55875195,34.24582672,567223.0,1968.0,2728.0,4.0,3.0,2007.0,6.0,37.0,113301.0,6037113301.0,1133.01,2269613.0,0.0,34.2440427,-118.5583429
106,113303,2184591.5,91311.0,2748032034.5,2018.0,-118.57326259499999,34.24598942,410802.5,1959.0,1649.5,3.0,2.0,2006.0,6.0,37.0,113303.0,6037113303.0,1133.03,4073592.0,7269.0,34.2436235,-118.5775956
107,113321,2182482.0,91311.0,2747005050.0,2018.0,-118.59185477,34.25514484,297617.0,1981.0,1488.0,3.0,3.0,2002.0,6.0,37.0,113321.0,6037113321.0,1133.21,1048340.0,17.0,34.2533539,-118.5918392
108,113322,2180359.0,91311.0,2741012028.0,2018.0,-118.57479669,34.25340562,415457.0,1969.0,2130.0,4.0,3.0,2004.0,6.0,37.0,113322.0,6037113322.0,1133.22,1786514.0,0.0,34.253678799999996,-118.5721382
109,113401,2195056.0,91324.0,2782028014.0,2018.0,-118.56417234,34.22570151,350143.0,1958.0,1612.0,3.0,2.0,2003.0,6.0,37.0,113401.0,6037113401.0,1134.01,2451817.0,0.0,34.227227299999996,-118.5626938
110,113421,2193139.5,91306.0,2780014008.5,2018.0,-118.580935515,34.230375845,385252.5,1961.5,1650.0,3.0,2.0,2005.0,6.0,37.0,113421.0,6037113421.0,1134.21,2196805.0,8498.0,34.2335792,-118.5830621
111,113422,2193041.0,91306.0,2780021010.0,2018.0,-118.58306817,34.22499613,304359.0,1962.0,1479.0,3.0,2.0,2028.0,6.0,37.0,113422.0,6037113422.0,1134.22,1522529.0,7193.0,34.222799,-118.58071880000001
112,115101,2184984.0,91325.0,2755009018.0,2018.0,-118.51207573,34.23981019,601772.0,1964.0,2730.0,4.0,3.0,2029.0,6.0,37.0,115101.0,6037115101.0,1151.01,3882386.0,0.0,34.2394391,-118.5112305
113,115103,2188301.0,91327.5,2764013902.0,2018.0,-118.52954609,34.24184742,0.0,0.0,0.0,0.0,0.0,2846.0,6.0,37.0,115103.0,6037115103.0,1151.03,1518651.0,0.0,34.2438279,-118.5274503
114,115104,2188267.0,91325.0,2766002014.5,2018.0,-118.52174257,34.242035745,433000.0,1979.0,1871.0,3.0,3.0,2927.0,6.0,37.0,115104.0,6037115104.0,1151.04,1020176.0,0.0,34.2374909,-118.522646
115,115201,2187850.5,91324.0,2763030012.5,2018.0,-118.53807215,34.244175125,394083.0,1965.0,1821.0,3.0,3.0,2030.0,6.0,37.0,115201.0,6037115201.0,1152.01,1366767.0,8775.0,34.244110799999994,-118.5382749
116,115202,2189821.0,91324.0,2769018008.0,2018.0,-118.53702485,34.23337139,364387.0,1957.0,1580.0,3.0,2.0,2027.0,6.0,37.0,115202.0,6037115202.0,1152.02,1737514.0,3837.0,34.2332349,-118.5376549
